sample_ID	genus	species	sex	population	batch	temperature	climate_cabinet	rack_ID	positional_ID	emergence_date	julian_emergence_date	emergence_weight	emergence_condition	emergence_status	life_stage	length	width	week0	week1	week2	week3	week4	week5	week6	week7	week8	week9	week10	week11	week12	week13	week14	week15	week16	week17	week18	week19	week20	week21
GB-17	Osmia	O. bicornis	female	Greifswald	weighing	control	C	13	1	2023-04-25	115	79.70000000000005	alive	emerged	adult	11.443527337614697	6.193284977894671	87.85000000000014	87.26999999999998	86.63000000000011	86.41000000000008	86.27999999999997	86.13000000000011	85.98000000000002	85.84999999999991	85.8900000000001	85.70000000000005	85.43000000000006	85.96000000000004	84.90000000000009	84.25999999999999	84.3900000000001	84.08000000000015	83.84999999999991	83.31999999999994	83.04999999999995	82.10000000000014	80.88000000000011	NA
GB-18	Osmia	O. bicornis	female	Greifswald	weighing	SSP2-4.5	E	14	1	2023-04-11	101	97.34999999999992	alive	emerged	adult	13.002885691718747	6.799775256511999	117.19000000000004	115.96000000000004	115.28999999999996	114.64999999999986	114.56999999999994	114.41000000000008	114.17999999999984	113.78999999999996	113.75	112.81999999999994	112.76999999999998	112.6099999999999	111.96000000000004	110.83999999999992	110.71000000000004	110.27999999999996	109.65999999999984	108.54999999999995	108.1099999999999	NA	NA	NA
GB-20	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	29	1	2023-03-20	79	57.559999999999945	alive	emerged	adult	9.89239938385317	5.76796414870534	63.69999999999982	63.18999999999983	62.659999999999854	62.299999999999955	62.28999999999997	62.20999999999981	62.149999999999864	61.819999999999936	61.899999999999864	61.2199999999998	61.159999999999854	60.98000000000002	60.73999999999978	60.08999999999992	59.909999999999854	59.58999999999992	NA	NA	NA	NA	NA	NA
GB-21	Osmia	O. bicornis	female	Greifswald	other	control	C	16	1	2023-04-23	113	113.09000000000016	alive	emerged	adult	12.844811056482651	7.093403120744151	123.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-22	Osmia	O. bicornis	female	Greifswald	weighing	SSP2-4.5	E	17	1	2023-04-07	97	118.63999999999989	alive	emerged	adult	12.880666086179694	7.382130773074787	130.82999999999993	129.76999999999998	128.48999999999978	128.03999999999996	127.8599999999999	127.67999999999984	127.44999999999982	126.92999999999984	126.92999999999984	125.84999999999992	125.64999999999986	125.29999999999995	124.83999999999992	123.76999999999998	123.44999999999982	122.99999999999976	121.92999999999984	120.84999999999992	119.88999999999989	NA	NA	NA
GB-23	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	30	1	2023-03-12	71	62.34999999999991	alive	emerged	adult	10.709969450325849	5.635260550605572	70.75999999999999	69.68999999999983	69.02999999999997	68.67999999999984	68.56999999999994	68.7199999999998	68.27999999999975	67.90999999999985	67.90999999999985	66.94999999999982	66.64999999999986	66.16999999999985	65.63999999999987	64.76999999999975	64.23999999999978	NA	NA	NA	NA	NA	NA	NA
GB-24	Osmia	O. bicornis	male	Greifswald	weighing	control	C	31	1	2023-04-13	103	65.01999999999998	alive	emerged	adult	10.2662069992001	5.132702146059613	70.01999999999998	69.48999999999978	69.34999999999991	68.8599999999999	68.8599999999999	68.73999999999978	68.55999999999995	68.51999999999998	68.63999999999987	68.40999999999985	68.28999999999974	68.18999999999983	67.80999999999972	67.74999999999977	67.51999999999998	67.28999999999974	67.23999999999978	66.78999999999974	66.55999999999995	65.62999999999988	NA	NA
GB-25	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	32	1	2023-03-28	87	55.83999999999992	alive	emerged	adult	9.918276774337588	5.395639615568055	63.90000000000009	62.76999999999998	62.27999999999997	62.190000000000055	62.180000000000064	61.98000000000002	61.899999999999864	61.93999999999983	61.82999999999993	61.21000000000003	61.07999999999993	61.07999999999993	60.63999999999987	60.180000000000064	60.03999999999997	59.690000000000055	59.02999999999997	NA	NA	NA	NA	NA
GB-26	Osmia	O. bicornis	male	Greifswald	other	SSP5-8.5	F	33	1	2023-05-17	137	27.65000000000009	dead	excised	pupa	9.627275565362432	5.201639004605775	56.98000000000002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-29	Osmia	O. bicornis	female	Greifswald	weighing	SSP2-4.5	E	20	1	2023-05-17	137	62.78999999999997	dead	excised	adult	11.926030893535454	6.694727415808977	119.67000000000009	118.63999999999989	117.61999999999988	117.33999999999992	117.26999999999998	117.13999999999989	116.91999999999985	116.48000000000002	116.6099999999999	115.75	115.40999999999984	115.16000000000008	114.67000000000009	113.81999999999994	113.43999999999984	112.90999999999984	111.99	110.82999999999991	109.75	100.57999999999991	92.98000000000002	84.39999999999986
GB-31	Osmia	O. bicornis	male	Greifswald	other	control	C	1	1	2023-04-10	100	67.95000000000005	alive	emerged	adult	10.657299899177156	5.865348505662247	77.17000000000007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-34	Osmia	O. bicornis	female	Greifswald	weighing	SSP2-4.5	E	23	1	2023-04-11	101	90.7800000000002	alive	emerged	adult	11.71099221705668	6.565475300508934	105.33000000000015	104.33000000000015	103.19000000000004	102.91000000000008	102.77999999999996	102.63000000000012	102.51	102.10000000000014	102.27999999999996	101.34000000000016	101.19000000000004	101.01	100.45000000000005	99.56999999999994	99.43000000000006	99.13000000000012	98.45000000000005	97.63000000000012	97.16000000000008	NA	NA	NA
GB-35	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	3	2	2023-03-08	67	60.91000000000008	alive	emerged	adult	10.297550231841068	5.615029295716515	69.19000000000005	67.48000000000002	67.06999999999994	66.7800000000002	66.43000000000006	66.44000000000005	66.20000000000005	65.80000000000018	65.76999999999998	64.96000000000004	64.56999999999994	64.34000000000015	63.3900000000001	62.5	61.22000000000003	NA	NA	NA	NA	NA	NA	NA
GB-36	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	24	2	2023-03-17	76	105.82000000000016	alive	emerged	adult	12.602150107409438	6.994464336814284	123.97000000000004	122.04999999999995	120.93000000000006	120.15000000000008	119.82000000000016	119.75	119.18000000000006	118.07999999999991	117.88000000000012	116.68000000000006	116.1400000000001	115.41000000000008	114.36000000000011	113.01	112.24	110.38000000000012	NA	NA	NA	NA	NA	NA
GB-39	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	6	2	2023-04-06	96	62.25	alive	emerged	adult	10.703501985220294	5.980665950213778	79.63000000000011	77.44000000000005	76.57000000000016	75.49000000000001	74.92000000000007	74.83999999999992	74.3900000000001	73.66000000000008	73.63000000000011	72.19000000000005	71.79999999999995	71.25999999999999	69.81999999999994	69.01999999999998	68.1400000000001	67.27999999999997	65.74000000000001	64.6400000000001	63.57000000000016	NA	NA	NA
GB-40	Osmia	O. bicornis	female	Greifswald	weighing	control	C	25	2	2023-04-22	112	98.06999999999994	alive	emerged	adult	11.925026083143631	6.5821588021806186	107.55999999999996	106.72000000000004	106.38999999999989	105.54999999999995	105.49	105.23000000000002	105.06999999999994	105.13999999999989	105.12999999999988	104.62999999999988	104.52999999999996	105.01999999999998	103.78999999999996	103.32999999999991	103.26	102.96000000000004	102.84999999999992	102.01999999999998	101.74	100.51	99.01999999999998	NA
GB-41	Osmia	O. bicornis	male	Greifswald	weighing	control	C	7	2	2023-04-13	103	65.15000000000009	alive	emerged	adult	11.086199015295568	5.428856212802032	72.97000000000003	71.47000000000003	70.97000000000003	70.65000000000009	70.46000000000004	70.24000000000001	69.93000000000006	69.90000000000009	70.07999999999993	69.49000000000001	69.69000000000005	69.83000000000015	68.94000000000005	68.42000000000007	68.42000000000007	68.24000000000001	68.1099999999999	67.47000000000003	67.13000000000011	65.76999999999998	NA	NA
GB-42	Anthrax	Anthrax sp.	NA	Greifswald	other	SSP2-4.5	E	8	2	2023-05-17	137	59.26999999999998	dead	excised	larva	11.291505348017544	6.139387155081897	65.68999999999983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-43	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	9	2	2023-03-03	62	77.70000000000005	alive	emerged	adult	11.18028014510251	5.815024499001812	88.25999999999999	86.41000000000008	85.70000000000005	85.25999999999999	84.93000000000006	85.05999999999995	84.72000000000003	84.11999999999989	84.02999999999997	83.19000000000005	82.91000000000008	82.51999999999998	81.44000000000005	79.92000000000007	NA	NA	NA	NA	NA	NA	NA	NA
GB-44	Osmia	O. bicornis	female	Greifswald	other	SSP2-4.5	E	26	2	2023-04-11	101	80.80999999999995	alive	emerged	adult	11.185886761487282	6.129148349899058	92.46000000000004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-45	Osmia	O. bicornis	male	Greifswald	weighing	control	C	10	2	2023-04-09	99	52.96000000000003	alive	emerged	adult	10.148344358768515	5.137705443279302	60.319999999999936	59.42999999999984	59.2199999999998	59.049999999999955	58.86999999999989	58.799999999999955	58.7199999999998	58.68999999999983	58.70999999999981	58.450000000000045	58.58999999999992	58.450000000000045	57.96000000000003	58.319999999999936	57.87999999999988	57.70999999999981	57.67999999999984	57.18999999999983	56.950000000000045	NA	NA	NA
GB-47	Osmia	O. bicornis	female	Greifswald	other	SSP5-8.5	F	27	2	2023-03-20	79	93.49	alive	emerged	adult	12.452187306089886	6.3024870201173355	108.60000000000014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-48	Osmia	O. bicornis	female	Greifswald	weighing	control	C	28	2	2023-05-07	127	109.81000000000016	alive	emerged	adult	12.221000410761707	6.824617509373233	119.74	119.1400000000001	118.91000000000008	118.32000000000016	118.05999999999996	117.90000000000008	117.74	117.48000000000002	117.73000000000002	117.23000000000002	117.46000000000004	117.46000000000004	116.44000000000004	116.13000000000012	116.03999999999996	115.72000000000004	115.49	114.81000000000016	114.49	113.58999999999992	112.67000000000009	111.63000000000012
GB-49	Osmia	O. bicornis	female	Greifswald	weighing	SSP2-4.5	E	29	2	2023-04-09	99	100.08000000000015	alive	emerged	adult	12.618599639678331	6.520249053937133	111.79999999999995	111.01999999999998	110.18000000000006	109.84000000000016	109.76999999999998	109.55999999999996	109.41000000000008	108.93000000000006	109.02999999999996	108.05999999999996	107.94000000000004	107.67000000000009	107.24	106.19000000000004	106.05999999999996	105.71000000000004	105	104.05999999999996	103.52999999999996	NA	NA	NA
GB-50	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	30	2	2023-03-17	76	99.10000000000014	alive	emerged	adult	12.445042674270962	6.72203574251109	118.23000000000002	116.88000000000012	115.67000000000009	114.73000000000002	114.46000000000004	114.51999999999998	113.86000000000011	113.02999999999996	112.93000000000006	111.65000000000008	111.02999999999996	110.42000000000009	109.28999999999996	108.1099999999999	107.26	105.51999999999998	NA	NA	NA	NA	NA	NA
GB-51	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	12	2	2023-03-16	75	41.24000000000001	alive	emerged	adult	9.541413389490636	5.308058039846587	49.809999999999945	48.86999999999989	48.419999999999845	47.559999999999945	47.299999999999955	47.149999999999864	46.819999999999936	46.309999999999945	46.09999999999991	45.32999999999993	45.02999999999997	45.00999999999976	43.83999999999992	43.26999999999998	42.70999999999981	41.87999999999988	NA	NA	NA	NA	NA	NA
GB-52	Osmia	O. bicornis	female	Greifswald	weighing	control	C	31	2	2023-05-08	128	129.5	alive	emerged	adult	13.70367185936821	6.800277324482968	145.38999999999987	144.37999999999988	143.79999999999995	143.42999999999984	143.27999999999997	143.06999999999994	142.75	142.54999999999995	142.66999999999985	142.0999999999999	141.99999999999977	141.76999999999998	141.30999999999997	141.1199999999999	140.81999999999994	140.3499999999999	140.12999999999988	139.28999999999996	138.87999999999988	137.74	136.74	135.53999999999996
GB-53	Osmia	O. bicornis	male	Greifswald	weighing	control	C	13	2	2023-04-11	101	75.47999999999979	alive	emerged	adult	11.10613144773774	5.782847753822065	80.37999999999988	79.86999999999989	79.47999999999979	79.42999999999984	79.36999999999989	79.30999999999972	79.19999999999982	79.04999999999995	78.99999999999977	79.02999999999997	78.69999999999982	78.67999999999984	78.58999999999992	78.11999999999989	78.32999999999993	78.22999999999979	78.1099999999999	77.55999999999995	77.31999999999994	NA	NA	NA
GB-54	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	32	2	2023-03-29	88	92.78999999999996	alive	emerged	adult	10.914646422776745	6.242411813728453	101.32999999999991	100.39999999999986	99.68999999999984	99.51	99.5	99.39999999999986	99.20000000000005	98.91999999999985	99	98.4599999999998	98.12999999999988	97.84999999999992	97.68999999999984	97.17999999999984	96.90999999999984	96.65999999999984	96.01	NA	NA	NA	NA	NA
GB-55	Osmia	O. bicornis	female	Greifswald	other	SSP5-8.5	F	33	2	2023-03-18	77	84.73999999999978	alive	emerged	adult	12.001704946010822	6.53600017421896	106.77999999999996	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-56	Osmia	O. bicornis	female	Greifswald	other	control	C	1	2	2023-04-24	114	136.77999999999997	alive	emerged	adult	13.29346217640932	7.271072313023163	147.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-57	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	14	2	2023-03-20	79	59.08999999999992	alive	emerged	adult	10.142155580959455	5.1871842865718	64.41000000000008	63.809999999999945	63.559999999999945	63.049999999999955	62.87999999999988	62.700000000000045	62.47000000000003	62.42000000000007	62.61999999999989	61.940000000000055	61.819999999999936	61.74000000000001	61.25	60.77999999999997	60.48000000000002	60.12999999999988	NA	NA	NA	NA	NA	NA
GB-59	Osmia	O. bicornis	male	Greifswald	other	control	C	16	2	2023-04-09	99	62.22000000000003	alive	emerged	adult	10.470835699366017	5.695187606393555	69.63000000000011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-60	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	17	2	2023-03-28	87	80.79999999999995	alive	emerged	adult	11.155850469019878	5.9318020426939295	86.74000000000001	86.04999999999995	85.15999999999985	85.11999999999989	84.90999999999985	84.86999999999989	84.68999999999983	84.55999999999995	84.57999999999993	83.68999999999983	83.75999999999976	83.91999999999985	83.38999999999987	82.7199999999998	82.58999999999992	82.3599999999999	81.59999999999991	NA	NA	NA	NA	NA
GB-64	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	20	2	2023-03-28	87	78.66999999999985	alive	emerged	adult	11.445289000856189	5.8142069154021465	87.5	85.70999999999981	84.69999999999982	84.51999999999975	84.45999999999981	84.25999999999999	84.16999999999985	84.01999999999975	84.29999999999995	83.09999999999991	82.81999999999994	82.80999999999995	82.25	81.58999999999992	81.17999999999984	80.57999999999993	79.72999999999979	NA	NA	NA	NA	NA
GB-65	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	3	3	2023-05-17	137	52.77999999999997	dead	excised	pupa	11.806179685881387	6.132255638546428	104.68000000000006	102.91000000000008	100.72000000000004	97.09999999999992	94.81999999999994	93.80999999999996	91.96000000000004	88.61999999999989	87.00999999999999	83.35000000000014	80.54999999999995	77.6400000000001	74.5	71.01999999999998	68.1099999999999	64.46000000000004	59.38000000000011	56.28999999999997	54.41000000000008	52.90000000000009	52.91000000000008	53.08999999999992
GB-69	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	6	3	2023-03-20	79	77.1099999999999	alive	emerged	adult	11.657920954886636	6.3296759434915995	99.82999999999991	97.58999999999992	96.74	95.94000000000004	95.55999999999996	95.45000000000005	95	94.31999999999994	94.37999999999988	93.08999999999992	92.63999999999989	92.05999999999996	90.84999999999992	90.07999999999991	89.32999999999993	88.26999999999998	NA	NA	NA	NA	NA	NA
GB-71	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	23	2	2023-05-17	137	30.74000000000001	dead	excised	adult	10.53185209190329	5.647579742699771	66.84000000000015	65.55999999999995	64.97000000000003	64.62000000000012	63.25999999999999	62.16000000000008	60.99000000000001	59.88000000000011	58.76999999999998	56.92000000000007	55.88000000000011	54.78999999999997	53.59999999999991	52.31000000000017	51.32000000000016	49.53999999999997	45.01999999999998	42.569999999999936	40.17000000000007	32.47000000000003	31	31.09999999999991
GB-72	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	24	3	2023-03-10	69	51.88000000000011	alive	emerged	adult	10.228074384842587	5.479793764078227	62.049999999999955	59.809999999999945	59.16000000000008	58.52999999999997	58.28999999999997	58.15000000000009	57.909999999999854	57.309999999999945	57.16000000000008	56.409999999999854	56.17000000000007	55.48000000000002	54.59999999999991	53.680000000000064	52.8599999999999	NA	NA	NA	NA	NA	NA	NA
GB-73	Osmia	O. bicornis	male	Greifswald	weighing	control	C	25	3	2023-04-11	101	60.53999999999997	alive	emerged	adult	10.437352742184457	5.3700031666881545	67.75999999999999	66.06999999999994	65.77999999999997	65.28999999999996	65.20000000000005	64.91000000000008	64.78999999999996	64.82999999999993	64.75	64.99000000000001	64.75999999999999	64.78999999999996	63.8900000000001	64.28999999999996	63.569999999999936	63.340000000000146	63.22000000000003	62.47000000000003	62.190000000000055	NA	NA	NA
GB-74	Osmia	O. bicornis	male	Greifswald	other	SSP2-4.5	E	26	3	2023-03-28	87	65.66999999999985	alive	emerged	adult	10.592985532558655	5.587424937221284	71.52999999999997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-75	Osmia	O. bicornis	male	Greifswald	other	SSP5-8.5	F	27	3	2023-02-23	54	54.149999999999864	alive	emerged	adult	9.998808499500068	5.283065891652525	60.049999999999955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-76	Osmia	O. bicornis	male	Greifswald	weighing	control	C	28	3	2023-04-10	100	57.73000000000002	alive	emerged	adult	10.218806855782478	5.548476425701044	64.55000000000018	63.87000000000012	63.67000000000007	63.48000000000002	63.450000000000045	63.36000000000013	63.26999999999998	63.28999999999997	63.13000000000011	62.98000000000002	62.940000000000055	63.37000000000012	62.54000000000019	62.27999999999997	62.37000000000012	62.350000000000136	62.319999999999936	61.799999999999955	61.61000000000013	NA	NA	NA
GB-77	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	29	3	2023-03-18	77	45.930000000000064	alive	emerged	adult	9.700162930584872	5.008641981559982	54.16000000000008	53.299999999999955	52.74000000000001	52.5	52.450000000000045	52.26999999999998	52.17000000000007	52	51.91000000000008	51.47000000000003	51.52999999999997	51.38000000000011	51.02999999999997	50.47000000000003	50.26999999999998	49.8900000000001	NA	NA	NA	NA	NA	NA
GB-78	Osmia	O. bicornis	female	Greifswald	weighing	control	C	7	3	2023-04-23	113	94.01999999999998	alive	emerged	adult	11.912227817700035	6.467002369368271	104.18000000000006	102.6099999999999	102.11999999999988	101.68999999999984	101.48000000000002	101.17999999999984	100.96000000000004	100.7099999999998	100.77999999999996	100.26999999999998	100.26999999999998	100.6099999999999	99.59999999999992	98.90999999999984	99	98.74	98.44000000000004	97.7099999999998	97.36999999999988	96.11999999999988	94.67999999999984	NA
GB-79	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	30	3	2023-02-24	55	60.069999999999936	alive	emerged	adult	10.51161917478366	5.640310966439728	68.92000000000007	67.40000000000009	66.51999999999998	65.88000000000011	65.75999999999999	65.61999999999989	65.26999999999998	64.71000000000004	64.57999999999993	63.57999999999993	63.1099999999999	62.62999999999988	61.58999999999992	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-80	Osmia	O. bicornis	female	Greifswald	other	SSP2-4.5	E	8	3	2023-04-09	99	124.12000000000012	alive	emerged	adult	13.523181676366027	7.355778972177938	154.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-81	Osmia	O. bicornis	male	Greifswald	weighing	control	C	31	3	2023-04-10	100	51.78999999999997	alive	emerged	adult	10.14962088339059	5.484015791574054	59.83999999999992	58.58999999999992	58.34999999999991	58.11999999999989	58.07999999999993	57.950000000000045	57.83999999999992	57.86999999999989	57.98000000000002	57.53999999999997	57.569999999999936	57.52999999999997	57.25	57.09999999999991	57.07999999999993	56.909999999999854	56.899999999999864	56.43999999999983	56.16000000000008	NA	NA	NA
GB-82	Osmia	O. bicornis	male	Greifswald	weighing	SSP2-4.5	E	32	3	2023-05-17	137	24.41000000000008	dead	excised	pupa	9.33783367150588	4.797635369214712	40.75	36.46000000000003	32.930000000000064	30.100000000000136	29.300000000000185	28.549999999999955	27.800000000000185	26.970000000000027	26.559999999999945	25.579999999999927	25.730000000000015	25.970000000000027	25.960000000000036	25.25999999999999	25.269999999999985	25.569999999999936	25.49000000000001	25.29000000000019	25.180000000000064	24.579999999999927	24.529999999999973	24.65000000000009
GB-83	Osmia	O. bicornis	male	Greifswald	other	SSP5-8.5	F	33	3	2023-03-16	75	54.809999999999945	alive	emerged	adult	10.231975294144616	5.5359329187932085	64.11999999999989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-84	Osmia	O. bicornis	male	Greifswald	other	control	C	1	3	2023-04-19	109	59.67999999999984	alive	emerged	adult	10.462916655165523	5.442249688767416	66.31999999999994	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
GB-85	Osmia	O. bicornis	female	Greifswald	weighing	SSP5-8.5	F	9	3	2023-03-20	79	98.28999999999996	alive	emerged	adult	12.379199417628982	6.745322388301304	114.68000000000006	112.7099999999998	111.61999999999988	110.7199999999998	110.19999999999982	110.2299999999998	109.69999999999982	108.67999999999984	108.57999999999991	107	106.46000000000004	105.76999999999998	104.62999999999988	103.37999999999988	102.52999999999996	101.14999999999986	NA	NA	NA	NA	NA	NA
GB-87	Osmia	O. bicornis	male	Greifswald	weighing	SSP5-8.5	F	3	4	2023-03-13	72	57.11000000000013	alive	emerged	adult	10.320401137981415	5.717225021743006	70.38000000000011	69.03999999999996	68.70000000000005	68.33999999999992	67.99000000000001	67.96000000000004	67.68000000000006	67.24000000000001	67.15000000000009	66.15000000000009	65.95000000000005	65.54999999999995	64.80999999999995	64.03999999999996	63.299999999999955	NA	NA	NA	NA	NA	NA	NA
